interaction_id,question_type,domain,retrieved_gold,n_words,t,t_suf,t_sc,top1_stable_streak,top1_changed,named_entity_detected,words_since_first_ne,question_word_type,label,label_sc
c225b0a2-227d-46e2-8366-4096f6dd5a87,simple_w_condition,sports,True,6,1,3,4,1,0,0,0,who,0,0
c225b0a2-227d-46e2-8366-4096f6dd5a87,simple_w_condition,sports,True,6,2,3,4,1,1,0,0,who,0,0
c225b0a2-227d-46e2-8366-4096f6dd5a87,simple_w_condition,sports,True,6,3,3,4,2,0,0,0,who,1,0
c225b0a2-227d-46e2-8366-4096f6dd5a87,simple_w_condition,sports,True,6,4,3,4,1,1,1,0,who,1,1
c225b0a2-227d-46e2-8366-4096f6dd5a87,simple_w_condition,sports,True,6,5,3,4,2,0,1,1,who,1,1
c225b0a2-227d-46e2-8366-4096f6dd5a87,simple_w_condition,sports,True,6,6,3,4,3,0,1,2,who,1,1
7593f33d-1f12-4f27-bcb2-87a034a3b8f2,set,open,True,12,1,7,9,1,0,0,0,what,0,0
7593f33d-1f12-4f27-bcb2-87a034a3b8f2,set,open,True,12,2,7,9,2,0,0,0,what,0,0
7593f33d-1f12-4f27-bcb2-87a034a3b8f2,set,open,True,12,3,7,9,1,1,0,0,what,0,0
7593f33d-1f12-4f27-bcb2-87a034a3b8f2,set,open,True,12,4,7,9,1,1,0,0,what,0,0
7593f33d-1f12-4f27-bcb2-87a034a3b8f2,set,open,True,12,5,7,9,2,0,0,0,what,0,0
7593f33d-1f12-4f27-bcb2-87a034a3b8f2,set,open,True,12,6,7,9,1,1,0,0,what,0,0
7593f33d-1f12-4f27-bcb2-87a034a3b8f2,set,open,True,12,7,7,9,2,0,0,0,what,1,0
7593f33d-1f12-4f27-bcb2-87a034a3b8f2,set,open,True,12,8,7,9,3,0,0,0,what,1,0
7593f33d-1f12-4f27-bcb2-87a034a3b8f2,set,open,True,12,9,7,9,1,1,0,0,what,1,1
7593f33d-1f12-4f27-bcb2-87a034a3b8f2,set,open,True,12,10,7,9,2,0,0,0,what,1,1
7593f33d-1f12-4f27-bcb2-87a034a3b8f2,set,open,True,12,11,7,9,3,0,0,0,what,1,1
7593f33d-1f12-4f27-bcb2-87a034a3b8f2,set,open,True,12,12,7,9,4,0,0,0,what,1,1
049ab05b-fd1a-42a0-b749-38eeedb0ac72,simple,finance,True,7,1,3,7,1,0,0,0,other,0,0
049ab05b-fd1a-42a0-b749-38eeedb0ac72,simple,finance,True,7,2,3,7,2,0,0,0,other,0,0
049ab05b-fd1a-42a0-b749-38eeedb0ac72,simple,finance,True,7,3,3,7,3,0,0,0,other,1,0
049ab05b-fd1a-42a0-b749-38eeedb0ac72,simple,finance,True,7,4,3,7,4,0,0,0,other,1,0
049ab05b-fd1a-42a0-b749-38eeedb0ac72,simple,finance,True,7,5,3,7,5,0,0,0,other,1,0
049ab05b-fd1a-42a0-b749-38eeedb0ac72,simple,finance,True,7,6,3,7,6,0,0,0,other,1,0
049ab05b-fd1a-42a0-b749-38eeedb0ac72,simple,finance,True,7,7,3,7,1,1,1,0,other,1,1
5210df0b-2b03-42c4-8766-82f4c06af208,simple_w_condition,sports,True,16,1,11,12,1,0,0,0,which,0,0
5210df0b-2b03-42c4-8766-82f4c06af208,simple_w_condition,sports,True,16,2,11,12,2,0,0,0,which,0,0
5210df0b-2b03-42c4-8766-82f4c06af208,simple_w_condition,sports,True,16,3,11,12,1,1,0,0,which,0,0
5210df0b-2b03-42c4-8766-82f4c06af208,simple_w_condition,sports,True,16,4,11,12,2,0,0,0,which,0,0
5210df0b-2b03-42c4-8766-82f4c06af208,simple_w_condition,sports,True,16,5,11,12,1,1,0,0,which,0,0
5210df0b-2b03-42c4-8766-82f4c06af208,simple_w_condition,sports,True,16,6,11,12,2,0,0,0,which,0,0
5210df0b-2b03-42c4-8766-82f4c06af208,simple_w_condition,sports,True,16,7,11,12,3,0,0,0,which,0,0
5210df0b-2b03-42c4-8766-82f4c06af208,simple_w_condition,sports,True,16,8,11,12,4,0,0,0,which,0,0
5210df0b-2b03-42c4-8766-82f4c06af208,simple_w_condition,sports,True,16,9,11,12,5,0,0,0,which,0,0
5210df0b-2b03-42c4-8766-82f4c06af208,simple_w_condition,sports,True,16,10,11,12,6,0,0,0,which,0,0
5210df0b-2b03-42c4-8766-82f4c06af208,simple_w_condition,sports,True,16,11,11,12,7,0,0,0,which,1,0
5210df0b-2b03-42c4-8766-82f4c06af208,simple_w_condition,sports,True,16,12,11,12,1,1,0,0,which,1,1
5210df0b-2b03-42c4-8766-82f4c06af208,simple_w_condition,sports,True,16,13,11,12,2,0,0,0,which,1,1
5210df0b-2b03-42c4-8766-82f4c06af208,simple_w_condition,sports,True,16,14,11,12,3,0,0,0,which,1,1
5210df0b-2b03-42c4-8766-82f4c06af208,simple_w_condition,sports,True,16,15,11,12,4,0,0,0,which,1,1
5210df0b-2b03-42c4-8766-82f4c06af208,simple_w_condition,sports,True,16,16,11,12,5,0,1,0,which,1,1
271b5335-55d3-4a6c-9a18-df920ab3d6fe,simple,movie,True,16,1,2,12,1,0,0,0,what,0,0
271b5335-55d3-4a6c-9a18-df920ab3d6fe,simple,movie,True,16,2,2,12,1,1,0,0,what,1,0
271b5335-55d3-4a6c-9a18-df920ab3d6fe,simple,movie,True,16,3,2,12,1,1,0,0,what,1,0
271b5335-55d3-4a6c-9a18-df920ab3d6fe,simple,movie,True,16,4,2,12,2,0,0,0,what,1,0
271b5335-55d3-4a6c-9a18-df920ab3d6fe,simple,movie,True,16,5,2,12,3,0,0,0,what,1,0
271b5335-55d3-4a6c-9a18-df920ab3d6fe,simple,movie,True,16,6,2,12,4,0,0,0,what,1,0
271b5335-55d3-4a6c-9a18-df920ab3d6fe,simple,movie,True,16,7,2,12,5,0,0,0,what,1,0
271b5335-55d3-4a6c-9a18-df920ab3d6fe,simple,movie,True,16,8,2,12,6,0,0,0,what,1,0
271b5335-55d3-4a6c-9a18-df920ab3d6fe,simple,movie,True,16,9,2,12,7,0,0,0,what,1,0
271b5335-55d3-4a6c-9a18-df920ab3d6fe,simple,movie,True,16,10,2,12,1,1,0,0,what,1,0
271b5335-55d3-4a6c-9a18-df920ab3d6fe,simple,movie,True,16,11,2,12,2,0,0,0,what,1,0
271b5335-55d3-4a6c-9a18-df920ab3d6fe,simple,movie,True,16,12,2,12,1,1,1,0,what,1,1
271b5335-55d3-4a6c-9a18-df920ab3d6fe,simple,movie,True,16,13,2,12,2,0,1,1,what,1,1
271b5335-55d3-4a6c-9a18-df920ab3d6fe,simple,movie,True,16,14,2,12,3,0,1,2,what,1,1
271b5335-55d3-4a6c-9a18-df920ab3d6fe,simple,movie,True,16,15,2,12,4,0,1,3,what,1,1
271b5335-55d3-4a6c-9a18-df920ab3d6fe,simple,movie,True,16,16,2,12,5,0,1,4,what,1,1
e1f23120-439a-41d3-ac02-96bc310df0e2,multi-hop,movie,True,13,1,3,10,1,0,0,0,which,0,0
e1f23120-439a-41d3-ac02-96bc310df0e2,multi-hop,movie,True,13,2,3,10,2,0,0,0,which,0,0
e1f23120-439a-41d3-ac02-96bc310df0e2,multi-hop,movie,True,13,3,3,10,1,1,1,0,which,1,0
e1f23120-439a-41d3-ac02-96bc310df0e2,multi-hop,movie,True,13,4,3,10,2,0,1,1,which,1,0
e1f23120-439a-41d3-ac02-96bc310df0e2,multi-hop,movie,True,13,5,3,10,3,0,1,2,which,1,0
e1f23120-439a-41d3-ac02-96bc310df0e2,multi-hop,movie,True,13,6,3,10,4,0,1,3,which,1,0
e1f23120-439a-41d3-ac02-96bc310df0e2,multi-hop,movie,True,13,7,3,10,5,0,1,4,which,1,0
e1f23120-439a-41d3-ac02-96bc310df0e2,multi-hop,movie,True,13,8,3,10,6,0,1,5,which,1,0
e1f23120-439a-41d3-ac02-96bc310df0e2,multi-hop,movie,True,13,9,3,10,7,0,1,6,which,1,0
e1f23120-439a-41d3-ac02-96bc310df0e2,multi-hop,movie,True,13,10,3,10,1,1,1,7,which,1,1
e1f23120-439a-41d3-ac02-96bc310df0e2,multi-hop,movie,True,13,11,3,10,2,0,1,8,which,1,1
e1f23120-439a-41d3-ac02-96bc310df0e2,multi-hop,movie,True,13,12,3,10,3,0,1,9,which,1,1
e1f23120-439a-41d3-ac02-96bc310df0e2,multi-hop,movie,True,13,13,3,10,4,0,1,10,which,1,1
928d39a6-4dc1-406d-a3c8-cfd871d9488e,simple,movie,True,13,1,5,13,1,0,0,0,who,0,0
928d39a6-4dc1-406d-a3c8-cfd871d9488e,simple,movie,True,13,2,5,13,1,1,0,0,who,0,0
928d39a6-4dc1-406d-a3c8-cfd871d9488e,simple,movie,True,13,3,5,13,2,0,0,0,who,0,0
928d39a6-4dc1-406d-a3c8-cfd871d9488e,simple,movie,True,13,4,5,13,1,1,0,0,who,0,0
928d39a6-4dc1-406d-a3c8-cfd871d9488e,simple,movie,True,13,5,5,13,1,1,0,0,who,1,0
928d39a6-4dc1-406d-a3c8-cfd871d9488e,simple,movie,True,13,6,5,13,1,1,0,0,who,1,0
928d39a6-4dc1-406d-a3c8-cfd871d9488e,simple,movie,True,13,7,5,13,2,0,0,0,who,1,0
928d39a6-4dc1-406d-a3c8-cfd871d9488e,simple,movie,True,13,8,5,13,3,0,0,0,who,1,0
928d39a6-4dc1-406d-a3c8-cfd871d9488e,simple,movie,True,13,9,5,13,1,1,0,0,who,1,0
928d39a6-4dc1-406d-a3c8-cfd871d9488e,simple,movie,True,13,10,5,13,1,1,0,0,who,1,0
928d39a6-4dc1-406d-a3c8-cfd871d9488e,simple,movie,True,13,11,5,13,1,1,0,0,who,1,0
928d39a6-4dc1-406d-a3c8-cfd871d9488e,simple,movie,True,13,12,5,13,2,0,0,0,who,1,0
928d39a6-4dc1-406d-a3c8-cfd871d9488e,simple,movie,True,13,13,5,13,1,1,1,0,who,1,1
3088c90a-3129-4f4a-9210-de714fbb6405,comparison,movie,True,15,1,3,10,1,0,0,0,which,0,0
3088c90a-3129-4f4a-9210-de714fbb6405,comparison,movie,True,15,2,3,10,1,1,0,0,which,0,0
3088c90a-3129-4f4a-9210-de714fbb6405,comparison,movie,True,15,3,3,10,2,0,0,0,which,1,0
3088c90a-3129-4f4a-9210-de714fbb6405,comparison,movie,True,15,4,3,10,1,1,0,0,which,1,0
3088c90a-3129-4f4a-9210-de714fbb6405,comparison,movie,True,15,5,3,10,2,0,0,0,which,1,0
3088c90a-3129-4f4a-9210-de714fbb6405,comparison,movie,True,15,6,3,10,3,0,0,0,which,1,0
3088c90a-3129-4f4a-9210-de714fbb6405,comparison,movie,True,15,7,3,10,4,0,0,0,which,1,0
3088c90a-3129-4f4a-9210-de714fbb6405,comparison,movie,True,15,8,3,10,5,0,0,0,which,1,0
3088c90a-3129-4f4a-9210-de714fbb6405,comparison,movie,True,15,9,3,10,6,0,0,0,which,1,0
3088c90a-3129-4f4a-9210-de714fbb6405,comparison,movie,True,15,10,3,10,1,1,0,0,which,1,1
3088c90a-3129-4f4a-9210-de714fbb6405,comparison,movie,True,15,11,3,10,2,0,0,0,which,1,1
3088c90a-3129-4f4a-9210-de714fbb6405,comparison,movie,True,15,12,3,10,3,0,1,0,which,1,1
3088c90a-3129-4f4a-9210-de714fbb6405,comparison,movie,True,15,13,3,10,4,0,1,1,which,1,1
3088c90a-3129-4f4a-9210-de714fbb6405,comparison,movie,True,15,14,3,10,5,0,1,2,which,1,1
3088c90a-3129-4f4a-9210-de714fbb6405,comparison,movie,True,15,15,3,10,6,0,1,3,which,1,1
a313fa3e-e185-4f22-9482-b27426edfa22,simple,music,True,7,1,2,2,1,0,0,0,what,0,0
a313fa3e-e185-4f22-9482-b27426edfa22,simple,music,True,7,2,2,2,1,1,0,0,what,1,1
a313fa3e-e185-4f22-9482-b27426edfa22,simple,music,True,7,3,2,2,2,0,0,0,what,1,1
a313fa3e-e185-4f22-9482-b27426edfa22,simple,music,True,7,4,2,2,3,0,1,0,what,1,1
a313fa3e-e185-4f22-9482-b27426edfa22,simple,music,True,7,5,2,2,4,0,1,1,what,1,1
a313fa3e-e185-4f22-9482-b27426edfa22,simple,music,True,7,6,2,2,5,0,1,2,what,1,1
a313fa3e-e185-4f22-9482-b27426edfa22,simple,music,True,7,7,2,2,6,0,1,3,what,1,1
92e81984-b349-493a-b735-6b6e90cccb75,multi-hop,open,True,14,1,2,4,1,0,0,0,what,0,0
92e81984-b349-493a-b735-6b6e90cccb75,multi-hop,open,True,14,2,2,4,2,0,0,0,what,1,0
92e81984-b349-493a-b735-6b6e90cccb75,multi-hop,open,True,14,3,2,4,3,0,0,0,what,1,0
92e81984-b349-493a-b735-6b6e90cccb75,multi-hop,open,True,14,4,2,4,1,1,0,0,what,1,1
92e81984-b349-493a-b735-6b6e90cccb75,multi-hop,open,True,14,5,2,4,2,0,0,0,what,1,1
92e81984-b349-493a-b735-6b6e90cccb75,multi-hop,open,True,14,6,2,4,3,0,0,0,what,1,1
92e81984-b349-493a-b735-6b6e90cccb75,multi-hop,open,True,14,7,2,4,4,0,0,0,what,1,1
92e81984-b349-493a-b735-6b6e90cccb75,multi-hop,open,True,14,8,2,4,5,0,0,0,what,1,1
92e81984-b349-493a-b735-6b6e90cccb75,multi-hop,open,True,14,9,2,4,6,0,0,0,what,1,1
92e81984-b349-493a-b735-6b6e90cccb75,multi-hop,open,True,14,10,2,4,7,0,0,0,what,1,1
92e81984-b349-493a-b735-6b6e90cccb75,multi-hop,open,True,14,11,2,4,8,0,0,0,what,1,1
92e81984-b349-493a-b735-6b6e90cccb75,multi-hop,open,True,14,12,2,4,9,0,1,0,what,1,1
92e81984-b349-493a-b735-6b6e90cccb75,multi-hop,open,True,14,13,2,4,10,0,1,1,what,1,1
92e81984-b349-493a-b735-6b6e90cccb75,multi-hop,open,True,14,14,2,4,11,0,1,2,what,1,1
074ec17c-e14b-4671-abb4-51c0b833758d,set,open,True,10,1,9,4,1,0,0,0,what,0,0
074ec17c-e14b-4671-abb4-51c0b833758d,set,open,True,10,2,9,4,1,1,0,0,what,0,0
074ec17c-e14b-4671-abb4-51c0b833758d,set,open,True,10,3,9,4,2,0,0,0,what,0,0
074ec17c-e14b-4671-abb4-51c0b833758d,set,open,True,10,4,9,4,1,1,0,0,what,0,1
074ec17c-e14b-4671-abb4-51c0b833758d,set,open,True,10,5,9,4,2,0,0,0,what,0,1
074ec17c-e14b-4671-abb4-51c0b833758d,set,open,True,10,6,9,4,3,0,0,0,what,0,1
074ec17c-e14b-4671-abb4-51c0b833758d,set,open,True,10,7,9,4,4,0,0,0,what,0,1
074ec17c-e14b-4671-abb4-51c0b833758d,set,open,True,10,8,9,4,5,0,0,0,what,0,1
074ec17c-e14b-4671-abb4-51c0b833758d,set,open,True,10,9,9,4,6,0,0,0,what,1,1
074ec17c-e14b-4671-abb4-51c0b833758d,set,open,True,10,10,9,4,7,0,0,0,what,1,1
d7027475-9a01-46ab-96c2-fe86fb8f10b4,simple_w_condition,music,True,12,1,4,8,1,0,0,0,other,0,0
d7027475-9a01-46ab-96c2-fe86fb8f10b4,simple_w_condition,music,True,12,2,4,8,2,0,1,0,other,0,0
d7027475-9a01-46ab-96c2-fe86fb8f10b4,simple_w_condition,music,True,12,3,4,8,1,1,1,1,other,0,0
d7027475-9a01-46ab-96c2-fe86fb8f10b4,simple_w_condition,music,True,12,4,4,8,1,1,1,2,other,1,0
d7027475-9a01-46ab-96c2-fe86fb8f10b4,simple_w_condition,music,True,12,5,4,8,2,0,1,3,other,1,0
d7027475-9a01-46ab-96c2-fe86fb8f10b4,simple_w_condition,music,True,12,6,4,8,3,0,1,4,other,1,0
d7027475-9a01-46ab-96c2-fe86fb8f10b4,simple_w_condition,music,True,12,7,4,8,4,0,1,5,other,1,0
d7027475-9a01-46ab-96c2-fe86fb8f10b4,simple_w_condition,music,True,12,8,4,8,1,1,1,6,other,1,1
d7027475-9a01-46ab-96c2-fe86fb8f10b4,simple_w_condition,music,True,12,9,4,8,2,0,1,7,other,1,1
d7027475-9a01-46ab-96c2-fe86fb8f10b4,simple_w_condition,music,True,12,10,4,8,3,0,1,8,other,1,1
d7027475-9a01-46ab-96c2-fe86fb8f10b4,simple_w_condition,music,True,12,11,4,8,4,0,1,9,other,1,1
d7027475-9a01-46ab-96c2-fe86fb8f10b4,simple_w_condition,music,True,12,12,4,8,5,0,1,10,other,1,1
0b66f0b3-b320-4ba7-b255-000c1adf97a8,comparison,movie,True,16,1,15,16,1,0,0,0,which,0,0
0b66f0b3-b320-4ba7-b255-000c1adf97a8,comparison,movie,True,16,2,15,16,1,1,0,0,which,0,0
0b66f0b3-b320-4ba7-b255-000c1adf97a8,comparison,movie,True,16,3,15,16,2,0,0,0,which,0,0
0b66f0b3-b320-4ba7-b255-000c1adf97a8,comparison,movie,True,16,4,15,16,3,0,0,0,which,0,0
0b66f0b3-b320-4ba7-b255-000c1adf97a8,comparison,movie,True,16,5,15,16,4,0,0,0,which,0,0
0b66f0b3-b320-4ba7-b255-000c1adf97a8,comparison,movie,True,16,6,15,16,1,1,0,0,which,0,0
0b66f0b3-b320-4ba7-b255-000c1adf97a8,comparison,movie,True,16,7,15,16,2,0,0,0,which,0,0
0b66f0b3-b320-4ba7-b255-000c1adf97a8,comparison,movie,True,16,8,15,16,3,0,0,0,which,0,0
0b66f0b3-b320-4ba7-b255-000c1adf97a8,comparison,movie,True,16,9,15,16,4,0,0,0,which,0,0
0b66f0b3-b320-4ba7-b255-000c1adf97a8,comparison,movie,True,16,10,15,16,5,0,0,0,which,0,0
0b66f0b3-b320-4ba7-b255-000c1adf97a8,comparison,movie,True,16,11,15,16,6,0,0,0,which,0,0
0b66f0b3-b320-4ba7-b255-000c1adf97a8,comparison,movie,True,16,12,15,16,7,0,0,0,which,0,0
0b66f0b3-b320-4ba7-b255-000c1adf97a8,comparison,movie,True,16,13,15,16,8,0,0,0,which,0,0
0b66f0b3-b320-4ba7-b255-000c1adf97a8,comparison,movie,True,16,14,15,16,9,0,0,0,which,0,0
0b66f0b3-b320-4ba7-b255-000c1adf97a8,comparison,movie,True,16,15,15,16,10,0,0,0,which,1,0
0b66f0b3-b320-4ba7-b255-000c1adf97a8,comparison,movie,True,16,16,15,16,1,1,0,0,which,1,1
8d194198-f9a6-4988-a509-d3c138af56a6,simple,movie,True,8,1,8,8,1,0,0,0,who,0,0
8d194198-f9a6-4988-a509-d3c138af56a6,simple,movie,True,8,2,8,8,1,1,0,0,who,0,0
8d194198-f9a6-4988-a509-d3c138af56a6,simple,movie,True,8,3,8,8,2,0,0,0,who,0,0
8d194198-f9a6-4988-a509-d3c138af56a6,simple,movie,True,8,4,8,8,1,1,0,0,who,0,0
8d194198-f9a6-4988-a509-d3c138af56a6,simple,movie,True,8,5,8,8,2,0,0,0,who,0,0
8d194198-f9a6-4988-a509-d3c138af56a6,simple,movie,True,8,6,8,8,3,0,0,0,who,0,0
8d194198-f9a6-4988-a509-d3c138af56a6,simple,movie,True,8,7,8,8,1,1,0,0,who,0,0
8d194198-f9a6-4988-a509-d3c138af56a6,simple,movie,True,8,8,8,8,1,1,1,0,who,1,1
22c133fc-5570-4a1d-aa8a-5c37164bf577,simple_w_condition,movie,True,9,1,1,8,1,0,0,0,what,1,0
22c133fc-5570-4a1d-aa8a-5c37164bf577,simple_w_condition,movie,True,9,2,1,8,2,0,0,0,what,1,0
22c133fc-5570-4a1d-aa8a-5c37164bf577,simple_w_condition,movie,True,9,3,1,8,3,0,0,0,what,1,0
22c133fc-5570-4a1d-aa8a-5c37164bf577,simple_w_condition,movie,True,9,4,1,8,4,0,0,0,what,1,0
22c133fc-5570-4a1d-aa8a-5c37164bf577,simple_w_condition,movie,True,9,5,1,8,1,1,0,0,what,1,0
22c133fc-5570-4a1d-aa8a-5c37164bf577,simple_w_condition,movie,True,9,6,1,8,1,1,0,0,what,1,0
22c133fc-5570-4a1d-aa8a-5c37164bf577,simple_w_condition,movie,True,9,7,1,8,2,0,0,0,what,1,0
22c133fc-5570-4a1d-aa8a-5c37164bf577,simple_w_condition,movie,True,9,8,1,8,1,1,0,0,what,1,1
22c133fc-5570-4a1d-aa8a-5c37164bf577,simple_w_condition,movie,True,9,9,1,8,2,0,0,0,what,1,1
